chrom	strand	start	end	gid	gname	overlapped	species	assembly
chr9	+	98785172	98786675	ENSMUSG00000074123	7420426K07Rik	false	mouse	GRCm39
chr9	-	98831834	98837352	ENSMUSG00000097072	Foxl2os	false	mouse	GRCm39
chr9	+	98837341	98840596	ENSMUSG00000050397	Foxl2	false	mouse	GRCm39
chr9	+	98868426	98884074	ENSMUSG00000032463	Faim	false	mouse	GRCm39
chr9	-	98888843	98917768	ENSMUSG00000044860	Gm1123	false	mouse	GRCm39
chr9	-	98918707	99022674	ENSMUSG00000032462	Pik3cb	false	mouse	GRCm39
chr9	+	99065629	99067932	ENSMUSG00000120770	Gm57045	false	mouse	GRCm39
chr9	-	99111429	99119292	ENSMUSG00000096316	Faiml	false	mouse	GRCm39
chr9	+	99125414	99182457	ENSMUSG00000056267	Cep70	false	mouse	GRCm39
chr9	-	99181060	99186728	ENSMUSG00000100281	4930422M22Rik	false	mouse	GRCm39
chr9	-	99192016	99240610	ENSMUSG00000037681	Esyt3	false	mouse	GRCm39
chr9	+	99249086	99250543	ENSMUSG00000100123	Gm28087	false	mouse	GRCm39
chr9	-	99267473	99319434	ENSMUSG00000032470	Mras	false	mouse	GRCm39
chr9	+	99333528	99356804	ENSMUSG00000046242	Nme9	false	mouse	GRCm39
chr9	-	99360425	99450952	ENSMUSG00000032468	Armc8	false	mouse	GRCm39
chr9	+	99457818	99466554	ENSMUSG00000032469	Dbr1	false	mouse	GRCm39
chr9	+	99494555	99504420	ENSMUSG00000037953	A4gnt	false	mouse	GRCm39
chr9	+	99511549	99551309	ENSMUSG00000037784	Dzip1l	false	mouse	GRCm39
chr9	-	99571514	99599320	ENSMUSG00000032473	Cldn18	false	mouse	GRCm39
chr9	+	99590452	99638096	ENSMUSG00000089655	Gm16004	false	mouse	GRCm39
chr9	-	99730336	99740366	ENSMUSG00000110929	Gm47757	false	mouse	GRCm39
chr9	-	99756159	99758223	ENSMUSG00000053747	Sox14	false	mouse	GRCm39
chr9	+	99904353	99916725	ENSMUSG00000101584	4930519F24Rik	false	mouse	GRCm39
chr9	-	100203664	100205577	ENSMUSG00000101042	Gm28167	false	mouse	GRCm39
chr9	-	100266255	100273960	ENSMUSG00000111258	Gm34397	false	mouse	GRCm39
chr9	+	100332375	100333965	ENSMUSG00000101287	Gm28166	false	mouse	GRCm39
chr9	-	100339772	100368841	ENSMUSG00000044244	Il20rb	false	mouse	GRCm39
chr9	-	100374346	100428187	ENSMUSG00000032475	Nck1	false	mouse	GRCm39
chr9	-	100412669	100413124	ENSMUSG00000100176	Gm28586	false	mouse	GRCm39
chr9	-	100434241	100453143	ENSMUSG00000070287	Slc35g2	false	mouse	GRCm39
chr9	+	100479851	100841428	ENSMUSG00000037286	Stag1	false	mouse	GRCm39
chr9	-	100864085	100916951	ENSMUSG00000032527	Pccb	false	mouse	GRCm39
chr9	+	100956154	100981999	ENSMUSG00000066415	Msl2	false	mouse	GRCm39
chr9	-	100982283	101129046	ENSMUSG00000043154	Ppp2r3a	false	mouse	GRCm39
chr9	+	101219393	101225216	ENSMUSG00000101941	Gm28979	false	mouse	GRCm39
chr9	-	101647568	101739713	ENSMUSG00000100807	Gm29521	false	mouse	GRCm39
chr9	+	101739040	101820427	ENSMUSG00000057710	9630041A04Rik	false	mouse	GRCm39
chr9	-	101799327	102231892	ENSMUSG00000032537	Ephb1	false	mouse	GRCm39
chr9	+	101868934	101874744	ENSMUSG00000120943	Gm57054	false	mouse	GRCm39
chr9	-	102028441	102030916	ENSMUSG00000101648	Gm29388	false	mouse	GRCm39
chr9	+	102382949	102423438	ENSMUSG00000035606	Ky	false	mouse	GRCm39
chr9	+	102436499	102447907	ENSMUSG00000100279	Gm29387	false	mouse	GRCm39
chr9	-	102461787	102503768	ENSMUSG00000032534	Cep63	false	mouse	GRCm39
chr9	+	102503495	102511624	ENSMUSG00000035048	Anapc13	false	mouse	GRCm39
chr9	+	102570084	102571033	ENSMUSG00000099491	4930533D04Rik	false	mouse	GRCm39
chr9	+	102593871	102610617	ENSMUSG00000032531	Amotl2	false	mouse	GRCm39
chr9	+	102616847	102633884	ENSMUSG00000093812	Gm5627	false	mouse	GRCm39
chr9	+	102648694	102667459	ENSMUSG00000110884	Gm47416	false	mouse	GRCm39
chr9	+	102712116	102785504	ENSMUSG00000032547	Ryk	false	mouse	GRCm39
chr9	+	102865911	102973201	ENSMUSG00000032548	Slco2a1	false	mouse	GRCm39
chr9	-	102959940	102962736	ENSMUSG00000110765	Gm47468	false	mouse	GRCm39
chr9	+	102988940	103062475	ENSMUSG00000032549	Rab6b	false	mouse	GRCm39
chr9	-	103065231	103079336	ENSMUSG00000032553	Srprb	false	mouse	GRCm39
chr9	-	103081200	103107643	ENSMUSG00000032554	Trf	false	mouse	GRCm39
chr9	-	103127720	103182281	ENSMUSG00000033688	Inhca	false	mouse	GRCm39
chr9	+	103182361	103227627	ENSMUSG00000032555	Topbp1	false	mouse	GRCm39
chr9	-	103230293	103243039	ENSMUSG00000032803	Cdv3	false	mouse	GRCm39
chr9	-	103289557	103300399	ENSMUSG00000111399	Gm47328	false	mouse	GRCm39
chr9	+	103300777	103338459	ENSMUSG00000086236	5830418P13Rik	false	mouse	GRCm39
chr9	-	103302123	103357619	ENSMUSG00000032556	Bfsp2	false	mouse	GRCm39
chr9	+	103349283	103370448	ENSMUSG00000085168	Gm16252	false	mouse	GRCm39
chr9	-	103360146	103639036	ENSMUSG00000042757	Tmem108	false	mouse	GRCm39
chr9	+	103398986	103423176	ENSMUSG00000111278	Gm32743	false	mouse	GRCm39
chr9	+	103434289	103443090	ENSMUSG00000099616	4932413F04Rik	false	mouse	GRCm39
chr9	+	103598467	103603056	ENSMUSG00000120691	Gm46129	false	mouse	GRCm39
chr9	-	103765622	103837575	ENSMUSG00000099722	Gm29154	false	mouse	GRCm39
chr9	-	103878959	103879582	ENSMUSG00000111035	Gm33054	false	mouse	GRCm39
chr9	+	103879743	103921017	ENSMUSG00000032558	Nphp3	false	mouse	GRCm39
chr9	-	103923798	103940343	ENSMUSG00000032557	Uba5	false	mouse	GRCm39
chr9	+	103940576	104004924	ENSMUSG00000090150	Acad11	false	mouse	GRCm39
chr9	-	103961356	104004132	ENSMUSG00000079355	Ackr4	false	mouse	GRCm39
chr9	-	104028481	104140129	ENSMUSG00000032560	Dnajc13	false	mouse	GRCm39
chr9	-	104165450	104214947	ENSMUSG00000032561	Acpp	false	mouse	GRCm39
chr9	+	104239012	104262244	ENSMUSG00000099599	Gm28548	false	mouse	GRCm39
chr9	+	104424485	104911743	ENSMUSG00000032564	Cpne4	false	mouse	GRCm39
chr9	+	104930433	104957087	ENSMUSG00000032563	Mrpl3	false	mouse	GRCm39
chr9	-	104942004	104965485	ENSMUSG00000111044	Gm47106	false	mouse	GRCm39
chr9	-	105006102	105009030	ENSMUSG00000032565	Nudt16	false	mouse	GRCm39
chr9	-	105020541	105022291	ENSMUSG00000032566	Nudt16l2	false	mouse	GRCm39
chr9	-	105039355	105272723	ENSMUSG00000035032	Nek11	false	mouse	GRCm39
chr9	+	105085395	105089062	ENSMUSG00000093590	Gm20643	false	mouse	GRCm39
chr9	+	105210712	105226115	ENSMUSG00000085430	Gm15619	false	mouse	GRCm39
chr9	+	105272591	105289428	ENSMUSG00000032567	Aste1	false	mouse	GRCm39
chr9	-	105280738	105404518	ENSMUSG00000032570	Atp2c1	false	mouse	GRCm39
chr9	+	105347719	105357393	ENSMUSG00000099373	Gm19667	false	mouse	GRCm39
chr9	+	105372405	105374397	ENSMUSG00000120939	Gm57044	false	mouse	GRCm39
chr9	+	105520177	105564856	ENSMUSG00000032571	Pik3r4	false	mouse	GRCm39
chr9	-	105565008	105705359	ENSMUSG00000043719	Col6a6	false	mouse	GRCm39
chr9	-	105733277	105837842	ENSMUSG00000091345	Col6a5	false	mouse	GRCm39
chr9	-	105866653	105973982	ENSMUSG00000032572	Col6a4	false	mouse	GRCm39
chr9	+	105890729	105891852	ENSMUSG00000111796	Gm47575	false	mouse	GRCm39
chr9	-	105999278	106005294	ENSMUSG00000100795	Gm29208	false	mouse	GRCm39
chr9	+	106025886	106037559	ENSMUSG00000086296	D030055H07Rik	false	mouse	GRCm39
chr9	-	106030056	106035337	ENSMUSG00000020258	Glyctk	false	mouse	GRCm39
chr9	+	106048079	106068338	ENSMUSG00000020257	Wdr82	false	mouse	GRCm39
chr9	-	106072146	106076945	ENSMUSG00000020253	Ppm1m	false	mouse	GRCm39
chr9	+	106080290	106092588	ENSMUSG00000023277	Twf2	false	mouse	GRCm39
chr9	+	106099797	106104082	ENSMUSG00000045322	Tlr9	false	mouse	GRCm39
chr9	-	106110654	106125853	ENSMUSG00000032786	Alas1	false	mouse	GRCm39
chr9	+	106125159	106126612	ENSMUSG00000097592	4930500F10Rik	false	mouse	GRCm39
chr9	-	106145243	106146689	ENSMUSG00000120275	Gm57023	false	mouse	GRCm39
chr9	+	106158260	106227720	ENSMUSG00000023345	Poc1a	false	mouse	GRCm39
chr9	-	106187143	106213032	ENSMUSG00000099879	Gm29123	false	mouse	GRCm39
chr9	+	106245831	106252923	ENSMUSG00000053716	Dusp7	false	mouse	GRCm39
chr9	+	106306653	106308767	ENSMUSG00000048758	Rpl29	false	mouse	GRCm39
chr9	-	106310180	106315518	ENSMUSG00000023262	Acy1	false	mouse	GRCm39
chr9	-	106317253	106324903	ENSMUSG00000042210	Abhd14a	false	mouse	GRCm39
chr9	+	106324658	106330122	ENSMUSG00000042073	Abhd14b	false	mouse	GRCm39
chr9	-	106329380	106330117	ENSMUSG00000100039	Gm28959	false	mouse	GRCm39
chr9	+	106330490	106341211	ENSMUSG00000023495	Pcbp4	false	mouse	GRCm39
chr9	-	106341161	106343137	ENSMUSG00000091735	Gpr62	false	mouse	GRCm39
chr9	-	106347521	106354148	ENSMUSG00000023249	Parp3	false	mouse	GRCm39
chr9	+	106353162	106362623	ENSMUSG00000041506	Rrp9	false	mouse	GRCm39
chr9	+	106377166	106379453	ENSMUSG00000066383	Iqcf1	false	mouse	GRCm39
chr9	-	106380424	106438824	ENSMUSG00000118396	4930517N10Rik	false	mouse	GRCm39
chr9	+	106391772	106393209	ENSMUSG00000066382	Iqcf5	false	mouse	GRCm39
chr9	-	106420585	106438830	ENSMUSG00001074846	Iqcf3	false	mouse	GRCm39
chr9	-	106445518	106448195	ENSMUSG00000041009	Iqcf4	false	mouse	GRCm39
chr9	+	106503180	106504874	ENSMUSG00000091129	Iqcf6	false	mouse	GRCm39
chr9	+	106518127	106520763	ENSMUSG00000101411	Gm28111	false	mouse	GRCm39
chr9	-	106520294	106533281	ENSMUSG00000023192	Grm2	false	mouse	GRCm39
chr9	-	106535945	106563176	ENSMUSG00000040813	Tex264	false	mouse	GRCm39
chr9	-	106565281	106666393	ENSMUSG00000040661	Rad54l2	false	mouse	GRCm39
chr9	+	106699073	106758191	ENSMUSG00000040325	Dcaf1	false	mouse	GRCm39
chr9	-	106715511	106769178	ENSMUSG00000032575	Manf	false	mouse	GRCm39
chr9	+	106747873	106748700	ENSMUSG00000103835	Gm37612	false	mouse	GRCm39
chr9	-	106758117	106764627	ENSMUSG00000074102	Rbm15b	false	mouse	GRCm39
chr9	+	106768746	106772381	ENSMUSG00000090207	4930524O07Rik	false	mouse	GRCm39
chr9	-	106770024	107109108	ENSMUSG00000039716	Dock3	false	mouse	GRCm39
chr9	+	107118419	107121196	ENSMUSG00000104086	1700039M15Rik	false	mouse	GRCm39
chr9	-	107132126	107167076	ENSMUSG00000032577	Mapkapk3	false	mouse	GRCm39
chr9	+	107173225	107179983	ENSMUSG00000032578	Cish	false	mouse	GRCm39
chr9	-	107177579	107179037	ENSMUSG00000090570	Gm17041	false	mouse	GRCm39
chr9	-	107204283	107215549	ENSMUSG00000032579	Hemk1	false	mouse	GRCm39
chr9	+	107217801	107229621	ENSMUSG00000037977	6430571L13Rik	false	mouse	GRCm39
chr9	-	107228475	107231185	ENSMUSG00000102144	4930429P21Rik	false	mouse	GRCm39
chr9	+	107276811	107406542	ENSMUSG00000010066	Cacna2d2	false	mouse	GRCm39
chr9	-	107301056	107307766	ENSMUSG00000091816	Gm17141	false	mouse	GRCm39
chr9	-	107321149	107322230	ENSMUSG00000091425	Gm17118	false	mouse	GRCm39
chr9	+	107411144	107415872	ENSMUSG00000010045	Tmem115	false	mouse	GRCm39
chr9	-	107416206	107419392	ENSMUSG00000037190	Cyb561d2	false	mouse	GRCm39
chr9	+	107419409	107422905	ENSMUSG00000010057	Nprl2	false	mouse	GRCm39
chr9	+	107424497	107428518	ENSMUSG00000010044	Zmynd10	false	mouse	GRCm39
chr9	-	107424768	107427967	ENSMUSG00000102300	Gm34106	false	mouse	GRCm39
chr9	+	107428754	107439466	ENSMUSG00000010067	Rassf1	false	mouse	GRCm39
chr9	-	107436008	107445614	ENSMUSG00000097099	Gm9917	false	mouse	GRCm39
chr9	+	107440431	107443311	ENSMUSG00000010054	Tusc2	false	mouse	GRCm39
chr9	+	107445144	107449978	ENSMUSG00000010047	Hyal2	false	mouse	GRCm39
chr9	-	107453019	107464624	ENSMUSG00000089935	Gm16343	false	mouse	GRCm39
chr9	+	107454126	107458909	ENSMUSG00000010051	Hyal1	false	mouse	GRCm39
chr9	+	107456086	107461249	ENSMUSG00000079334	Naa80	false	mouse	GRCm39
chr9	+	107458017	107464558	ENSMUSG00000036091	Hyal3	false	mouse	GRCm39
chr9	+	107464841	107470584	ENSMUSG00000010048	Ifrd2	false	mouse	GRCm39
chr9	-	107469829	107474274	ENSMUSG00000103409	Lsmem2	false	mouse	GRCm39
chr9	+	107471639	107472090	ENSMUSG00000103164	Gm38150	false	mouse	GRCm39
chr9	-	107474873	107486428	ENSMUSG00000057969	Sema3b	false	mouse	GRCm39
chr9	-	107491324	107512566	ENSMUSG00000032562	Gnai2	false	mouse	GRCm39
chr9	-	107527833	107546729	ENSMUSG00000010064	Slc38a3	false	mouse	GRCm39
chr9	-	107551673	107556911	ENSMUSG00000034837	Gnat1	false	mouse	GRCm39
chr9	+	107552988	107555464	ENSMUSG00000121142	Gm57061	false	mouse	GRCm39
chr9	-	107558699	107587674	ENSMUSG00000034684	Sema3f	false	mouse	GRCm39
chr9	-	107617570	107648207	ENSMUSG00000032580	Rbm5	false	mouse	GRCm39
chr9	+	107640007	107640786	ENSMUSG00000102899	Gm37850	false	mouse	GRCm39
chr9	-	107650758	107750436	ENSMUSG00000032582	Rbm6	false	mouse	GRCm39
chr9	+	107750147	107750440	ENSMUSG00000121123	Gm57056	false	mouse	GRCm39
chr9	+	107765350	107780338	ENSMUSG00000032583	Mon1a	false	mouse	GRCm39
chr9	+	107784072	107797582	ENSMUSG00000032584	Mst1r	false	mouse	GRCm39
chr9	+	107805668	107809660	ENSMUSG00000066368	Actl11	false	mouse	GRCm39
chr9	-	107812276	107813593	ENSMUSG00000102377	Gm37974	false	mouse	GRCm39
chr9	+	107812873	107826890	ENSMUSG00000032936	Camkv	false	mouse	GRCm39
chr9	+	107827335	107849469	ENSMUSG00000032586	Traip	false	mouse	GRCm39
chr9	+	107852704	107861259	ENSMUSG00000032596	Uba7	false	mouse	GRCm39
chr9	-	107861422	107863078	ENSMUSG00000042106	Inka1	false	mouse	GRCm39
chr9	-	107868883	107872855	ENSMUSG00000093749	4921523L03Rik	false	mouse	GRCm39
chr9	+	107869696	107876883	ENSMUSG00000032595	Cdhr4	false	mouse	GRCm39
chr9	-	107875315	107879603	ENSMUSG00000093619	4930535L15Rik	false	mouse	GRCm39
chr9	+	107879700	107925981	ENSMUSG00000032594	Ip6k1	false	mouse	GRCm39
chr9	-	107888175	107893807	ENSMUSG00000102540	Gm38134	false	mouse	GRCm39
chr9	+	107926441	107930000	ENSMUSG00000070284	Gmppb	false	mouse	GRCm39
chr9	-	107928733	107960545	ENSMUSG00000041528	Rnf123	false	mouse	GRCm39
chr9	+	107928874	107935791	ENSMUSG00000092218	Gm20529	false	mouse	GRCm39
chr9	+	107930358	107932900	ENSMUSG00000032593	Amigo3	false	mouse	GRCm39
chr9	+	107957635	107962202	ENSMUSG00000032591	Mst1	false	mouse	GRCm39
chr9	-	107962612	107971805	ENSMUSG00000032590	Apeh	false	mouse	GRCm39
chr9	+	107972397	107977778	ENSMUSG00000120509	Gm57046	false	mouse	GRCm39
chr9	-	107973221	108067583	ENSMUSG00000032589	Bsn	false	mouse	GRCm39
chr9	+	108010917	108015766	ENSMUSG00000102224	4930447F24Rik	false	mouse	GRCm39
chr9	-	108081833	108141157	ENSMUSG00000039952	Dag1	false	mouse	GRCm39
chr9	+	108167599	108173697	ENSMUSG00000032606	Nicn1	false	mouse	GRCm39
chr9	+	108174052	108179501	ENSMUSG00000032607	Amt	false	mouse	GRCm39
chr9	-	108180157	108183359	ENSMUSG00000039461	Tcta	false	mouse	GRCm39
chr9	+	108183328	108215133	ENSMUSG00000007815	Rhoa	false	mouse	GRCm39
chr9	-	108214288	108215472	ENSMUSG00000104208	Gm37401	false	mouse	GRCm39
chr9	-	108216011	108217311	ENSMUSG00000121068	Gm57050	false	mouse	GRCm39
chr9	+	108216102	108217542	ENSMUSG00000063856	Gpx1	false	mouse	GRCm39
chr9	-	108224521	108224958	ENSMUSG00000120802	Gm57028	false	mouse	GRCm39
chr9	+	108225052	108269744	ENSMUSG00000032612	Usp4	false	mouse	GRCm39
chr9	+	108266281	108267404	ENSMUSG00000104399	Gm37963	false	mouse	GRCm39
chr9	+	108270004	108288133	ENSMUSG00000032611	1700102P08Rik	false	mouse	GRCm39
chr9	-	108280810	108305683	ENSMUSG00000047220	Iho1	false	mouse	GRCm39
chr9	+	108313681	108323285	ENSMUSG00000050641	BC048562	false	mouse	GRCm39
chr9	-	108324835	108338780	ENSMUSG00000032609	Klhdc8b	false	mouse	GRCm39
chr9	+	108329655	108343137	ENSMUSG00000049305	Ccdc71	false	mouse	GRCm39
chr9	+	108356935	108367729	ENSMUSG00000052911	Lamb2	false	mouse	GRCm39
chr9	+	108367801	108379536	ENSMUSG00000006676	Usp19	false	mouse	GRCm39
chr9	+	108384905	108393140	ENSMUSG00000032604	Qars	false	mouse	GRCm39
chr9	+	108394005	108437362	ENSMUSG00000006673	Qrich1	false	mouse	GRCm39
chr9	+	108437485	108442783	ENSMUSG00000062867	Impdh2	false	mouse	GRCm39
chr9	-	108442736	108444633	ENSMUSG00000070283	Ndufaf3	false	mouse	GRCm39
chr9	+	108444667	108446855	ENSMUSG00000103103	4833445I07Rik	false	mouse	GRCm39
chr9	+	108447059	108449973	ENSMUSG00000019039	Dalrd3	false	mouse	GRCm39
chr9	-	108449510	108455938	ENSMUSG00000066357	Wdr6	false	mouse	GRCm39
chr9	-	108456061	108474866	ENSMUSG00000006675	P4htm	false	mouse	GRCm39
chr9	-	108461955	108462560	ENSMUSG00000102770	Gm38163	false	mouse	GRCm39
chr9	-	108480141	108526596	ENSMUSG00000064145	Arih2	false	mouse	GRCm39
chr9	+	108539287	108561840	ENSMUSG00000032602	Slc25a20	false	mouse	GRCm39
chr9	+	108566513	108627635	ENSMUSG00000032601	Prkar2a	false	mouse	GRCm39
chr9	+	108660995	108683536	ENSMUSG00000032599	Ip6k2	false	mouse	GRCm39
chr9	+	108685567	108696043	ENSMUSG00000032598	Nckipsd	false	mouse	GRCm39
chr9	-	108700319	108702297	ENSMUSG00000103785	Gm35025	false	mouse	GRCm39
chr9	+	108703519	108730168	ENSMUSG00000023473	Celsr3	false	mouse	GRCm39
chr9	-	108729598	108731809	ENSMUSG00000120856	Gm57039	false	mouse	GRCm39
chr9	+	108730482	108742117	ENSMUSG00000023259	Slc26a6	false	mouse	GRCm39
chr9	+	108743687	108744631	ENSMUSG00000025652	Tmem89	false	mouse	GRCm39
chr9	-	108765122	108766309	ENSMUSG00000120796	Gm57049	false	mouse	GRCm39
chr9	+	108765701	108778691	ENSMUSG00000025651	Uqcrc1	false	mouse	GRCm39
chr9	+	108782654	108813943	ENSMUSG00000025650	Col7a1	false	mouse	GRCm39
chr9	+	108815078	108816232	ENSMUSG00000049699	Ucn2	false	mouse	GRCm39
chr9	-	108820282	108820638	ENSMUSG00000103811	Gm38004	false	mouse	GRCm39
chr9	+	108820846	108861296	ENSMUSG00000025648	Pfkfb4	false	mouse	GRCm39
chr9	+	108867633	108886845	ENSMUSG00000025647	Shisa5	false	mouse	GRCm39
chr9	-	108887001	108903192	ENSMUSG00000025646	Atrip	false	mouse	GRCm39
chr9	-	108887001	108888802	ENSMUSG00000049734	Trex1	false	mouse	GRCm39
chr9	-	108903636	108911655	ENSMUSG00000091537	Tma7	false	mouse	GRCm39
chr9	+	108911561	108921557	ENSMUSG00000025645	Ccdc51	false	mouse	GRCm39
chr9	-	108922912	108926864	ENSMUSG00000025644	Gm7628	false	mouse	GRCm39
chr9	+	108924457	108948985	ENSMUSG00000053646	Plxnb1	false	mouse	GRCm39
chr9	-	108968515	108991109	ENSMUSG00000047237	Fbxw21	false	mouse	GRCm39
chr9	-	109008295	109025043	ENSMUSG00000049314	Fbxw13	false	mouse	GRCm39
chr9	-	109046500	109063822	ENSMUSG00000061701	Fbxw20	false	mouse	GRCm39
chr9	-	109099858	109116744	ENSMUSG00000105589	Fbxw14	false	mouse	GRCm39
chr9	-	109151954	109168727	ENSMUSG00000054087	Fbxw28	false	mouse	GRCm39
chr9	-	109207468	109233364	ENSMUSG00000070324	Fbxw22	false	mouse	GRCm39
chr9	-	109261384	109278208	ENSMUSG00000074062	Fbxw16	false	mouse	GRCm39
chr9	+	109277713	109289173	ENSMUSG00000106134	Gm42493	false	mouse	GRCm39
chr9	-	109305722	109324943	ENSMUSG00000074061	Fbxw19	false	mouse	GRCm39
chr9	-	109353447	109363926	ENSMUSG00000121396	ENSMUSG00000121396	false	mouse	GRCm39
chr9	+	109366167	109383509	ENSMUSG00000104674	Gm42756	false	mouse	GRCm39
chr9	-	109381670	109397330	ENSMUSG00000074060	Fbxw15	false	mouse	GRCm39
chr9	-	109430184	109455125	ENSMUSG00000062275	Fbxw24	false	mouse	GRCm39
chr9	-	109474190	109493720	ENSMUSG00000094992	Fbxw25	false	mouse	GRCm39
chr9	-	109505802	109531768	ENSMUSG00000074059	Fbxw18	false	mouse	GRCm39
chr9	-	109546634	109575157	ENSMUSG00000059547	Fbxw26	false	mouse	GRCm39
chr9	-	109595113	109619738	ENSMUSG00000104614	Fbxw27	false	mouse	GRCm39
chr9	+	109641348	109655701	ENSMUSG00000050074	Spink8	false	mouse	GRCm39
chr9	+	109661814	109672184	ENSMUSG00000032478	Nme6	false	mouse	GRCm39
chr9	-	109676447	109678685	ENSMUSG00000038357	Camp	false	mouse	GRCm39
chr9	+	109704596	109722963	ENSMUSG00000032477	Cdc25a	false	mouse	GRCm39
chr9	+	109760523	109913023	ENSMUSG00000032479	Map4	false	mouse	GRCm39
chr9	-	109818035	109820902	ENSMUSG00000105856	Gm43732	false	mouse	GRCm39
chr9	-	109913388	109946898	ENSMUSG00000032480	Dhx30	false	mouse	GRCm39
chr9	+	109946776	110069246	ENSMUSG00000032481	Smarcc1	false	mouse	GRCm39
chr9	+	110072851	110091644	ENSMUSG00000032482	Cspg5	false	mouse	GRCm39
chr9	-	110118020	110123005	ENSMUSG00000105484	Gm42775	false	mouse	GRCm39
chr9	+	110134241	110151170	ENSMUSG00000054836	Elp6	false	mouse	GRCm39
chr9	+	110162356	110214018	ENSMUSG00000032485	Scap	false	mouse	GRCm39
chr9	-	110214150	110237281	ENSMUSG00000036057	Ptpn23	false	mouse	GRCm39
chr9	+	110248815	110252080	ENSMUSG00000032484	Ngp	false	mouse	GRCm39
chr9	-	110254994	110305762	ENSMUSG00000054792	Klhl18	false	mouse	GRCm39
chr9	+	110306026	110354247	ENSMUSG00000032489	Kif9	false	mouse	GRCm39
chr9	+	110361638	110447701	ENSMUSG00000044791	Setd2	false	mouse	GRCm39
chr9	-	110450203	110453520	ENSMUSG00000032491	Nradd	false	mouse	GRCm39
chr9	-	110453857	110483229	ENSMUSG00000056724	Nbeal2	false	mouse	GRCm39
chr9	+	110484747	110485523	ENSMUSG00000105127	Gm42470	false	mouse	GRCm39
chr9	+	110485571	110540674	ENSMUSG00000019659	Ccdc12	false	mouse	GRCm39
chr9	-	110498397	110504022	ENSMUSG00000104945	Gm35715	false	mouse	GRCm39
chr9	-	110551153	110576213	ENSMUSG00000032492	Pth1r	false	mouse	GRCm39
chr9	+	110570929	110598866	ENSMUSG00000059741	Myl3	false	mouse	GRCm39
chr9	+	110627234	110632822	ENSMUSG00000044664	Prss42	false	mouse	GRCm39
chr9	+	110643062	110653591	ENSMUSG00000032493	Prss44	false	mouse	GRCm39
chr9	+	110655758	110660907	ENSMUSG00000058398	Prss43	false	mouse	GRCm39
chr9	+	110663656	110670381	ENSMUSG00000047257	Prss45	false	mouse	GRCm39
chr9	+	110673574	110685590	ENSMUSG00000049719	Prss46	false	mouse	GRCm39
chr9	+	110687035	110693697	ENSMUSG00000048752	Prss50	false	mouse	GRCm39
chr9	-	110694779	110709181	ENSMUSG00000049555	Tmie	false	mouse	GRCm39
chr9	+	110708938	110729598	ENSMUSG00000044037	Als2cl	false	mouse	GRCm39
chr9	-	110743807	110745929	ENSMUSG00000096393	Fam240a	false	mouse	GRCm39
chr9	-	110768671	110775226	ENSMUSG00000032494	Tdgf1	false	mouse	GRCm39
chr9	+	110780613	110813134	ENSMUSG00000032495	Lrrc2	false	mouse	GRCm39
chr9	-	110814003	110819651	ENSMUSG00000066319	Rtp3	false	mouse	GRCm39
chr9	+	110815269	110816872	ENSMUSG00000102060	1700061E17Rik	false	mouse	GRCm39
chr9	+	110818567	110837135	ENSMUSG00000057802	Gm10030	false	mouse	GRCm39
chr9	+	110848339	110871835	ENSMUSG00000032496	Ltf	false	mouse	GRCm39
chr9	-	110883554	110886587	ENSMUSG00000043953	Ccrl2	false	mouse	GRCm39
chr9	+	110946660	111054736	ENSMUSG00000032497	Lrrfip2	false	mouse	GRCm39
chr9	-	111057296	111100859	ENSMUSG00000032498	Mlh1	false	mouse	GRCm39
chr9	+	111100997	111108161	ENSMUSG00000046785	Epm2aip1	false	mouse	GRCm39
chr9	+	111140807	111224843	ENSMUSG00000062296	Trank1	false	mouse	GRCm39
chr9	+	111268149	111318186	ENSMUSG00000032500	Dclk3	false	mouse	GRCm39
chr9	-	111373072	111378008	ENSMUSG00000106647	Gm42523	false	mouse	GRCm39
chr9	+	111390491	111391104	ENSMUSG00000106232	Gm43236	false	mouse	GRCm39
chr9	-	111390505	111519416	ENSMUSG00000032502	Stac	false	mouse	GRCm39
chr9	-	111741379	111747734	ENSMUSG00000111054	4930545L08Rik	false	mouse	GRCm39
chr9	-	111894159	112065006	ENSMUSG00000032503	Arpp21	false	mouse	GRCm39
chr9	+	112056502	112057310	ENSMUSG00000089718	2310075C17Rik	false	mouse	GRCm39
chr9	+	112063266	112177993	ENSMUSG00000087038	2900079G21Rik	false	mouse	GRCm39
chr9	-	112219172	112290698	ENSMUSG00000110876	4933411E02Rik	false	mouse	GRCm39
chr9	-	112900051	112952097	ENSMUSG00000110996	Gm36251	false	mouse	GRCm39
chr9	+	112951540	112983188	ENSMUSG00000120314	Gm46133	false	mouse	GRCm39
chr9	-	113003676	113018883	ENSMUSG00000111235	Gm4657	false	mouse	GRCm39
chr9	+	113116775	113140283	ENSMUSG00000111022	Gm36367	false	mouse	GRCm39
chr9	-	113153319	113181437	ENSMUSG00000110784	Gm39436	false	mouse	GRCm39
chr9	-	113235237	113249128	ENSMUSG00000111532	Gm36485	false	mouse	GRCm39
chr9	+	113249179	113251604	ENSMUSG00000111199	Gm47875	false	mouse	GRCm39
chr9	-	113325814	113440851	ENSMUSG00000109890	AU023762	false	mouse	GRCm39
