srr	gse	size_gb	platform	verified	kit	species	pipeline	status	cells	host	updated_at	dl_key	in_scthread_current	ena_platform	ena_assay	isoquant_status	isoquant_cells	isoquant_transcripts	isoquant_path	isoquant_route	isoquant_barcodes_raw	isoquant_cells_method	species_metadata_source	gsm	gsm_mapping_source	gse_metadata_check	ena_experiment_accession	biosample_accession	ena_sample_accession	ena_study_accession	ena_secondary_study_accession	ena_scientific_name	ena_tax_id	ena_sample_title	ena_experiment_title	ena_instrument_model	ena_library_name	ena_library_strategy	ena_library_source	ena_library_selection	ena_library_layout	geo_title	geo_source_name	geo_organism	geo_characteristics	geo_molecule	geo_description	metadata_status	metadata_conflicts	anchor_status	annotation_status	annotation_method	annotation_cells	annotation_scope	annotation_source	annotation_reproduce	annotation_ref
SRR35586315	GSE309071	0.80	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259655	GEO_SRX_RELATION	MATCH	SRX30658911	SAMN51819962	SRS26680254	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run3_NB53	PromethION sequencing: GSM9259655: AGM_3_run3_NB53 Mus musculus RNA-Seq	PromethION	GSM9259655	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run3_NB53	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run3_NB53_GL34_042_GL_SC_1_plate1_G9_S42	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586316	GSE309071	0.65	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259654	GEO_SRX_RELATION	MATCH	SRX30658910	SAMN51819963	SRS26680252	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run3_NB49	PromethION sequencing: GSM9259654: AGM_3_run3_NB49 Mus musculus RNA-Seq	PromethION	GSM9259654	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run3_NB49	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run3_NB49_GL34_229_GL_SC_3_plate1_P3_S229	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586317	GSE309071	0.64	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259653	GEO_SRX_RELATION	MATCH	SRX30658909	SAMN51819964	SRS26680253	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run3_NB47	PromethION sequencing: GSM9259653: AGM_3_run3_NB47 Mus musculus RNA-Seq	PromethION	GSM9259653	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run3_NB47	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run3_NB47_GL34_057_GL_SC_1_plate1_H13_S57	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586318	GSE309071	0.53	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259652	GEO_SRX_RELATION	MATCH	SRX30658908	SAMN51819965	SRS26680251	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run3_NB42	PromethION sequencing: GSM9259652: AGM_3_run3_NB42 Mus musculus RNA-Seq	PromethION	GSM9259652	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run3_NB42	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run3_NB42_GL34_058_GL_SC_1_plate1_G2_S58	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586319	GSE309071	0.69	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259651	GEO_SRX_RELATION	MATCH	SRX30658907	SAMN51819966	SRS26680250	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run3_NB38	PromethION sequencing: GSM9259651: AGM_3_run3_NB38 Mus musculus RNA-Seq	PromethION	GSM9259651	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run3_NB38	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run3_NB38_GL43_089_plate2_D21_Gfi_HE_S185	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586320	GSE309071	0.00	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259650	GEO_SRX_RELATION	MATCH	SRX30658906	SAMN51819967	SRS26680248	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run3_NB06	PromethION sequencing: GSM9259650: AGM_3_run3_NB06 Mus musculus RNA-Seq	PromethION	GSM9259650	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run3_NB06	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run3_NB06_GL34_078_GL_SC_1_plate1_H9_S78	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586321	GSE309071	0.00	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259649	GEO_SRX_RELATION	MATCH	SRX30658905	SAMN51819968	SRS26680249	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB72	PromethION sequencing: GSM9259649: AGM_3_run2_NB72 Mus musculus RNA-Seq	PromethION	GSM9259649	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB72	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB72_GL43_200_plate1_C11_Gfi_HE_S8	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586323	GSE309071	0.74	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259850	GEO_SRX_RELATION	MATCH	SRX30658903	SAMN51819767	SRS26680245	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run3_NB73	PromethION sequencing: GSM9259850: YS_p2_run3_NB73 Mus musculus RNA-Seq	PromethION	GSM9259850	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run3_NB73	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run3_NB73_GL69_644_WN-S6-3_B3_YS_E9-5_HE_Runx1_S644	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586324	GSE309071	0.50	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259849	GEO_SRX_RELATION	MATCH	SRX30658902	SAMN51819768	SRS26680246	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run3_NB70	PromethION sequencing: GSM9259849: YS_p2_run3_NB70 Mus musculus RNA-Seq	PromethION	GSM9259849	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run3_NB70	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run3_NB70_GL69_376_WN-S6-2_G17_YS_E9-0_HE_Runx1_S376	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586325	GSE309071	0.29	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259848	GEO_SRX_RELATION	MATCH	SRX30658901	SAMN51819769	SRS26680244	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run3_NB48	PromethION sequencing: GSM9259848: YS_p2_run3_NB48 Mus musculus RNA-Seq	PromethION	GSM9259848	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run3_NB48	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run3_NB48_GL69_540_WN-S6-2_G13_YS_E9-0_HE_Runx1_S540	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586326	GSE309071	0.65	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259847	GEO_SRX_RELATION	MATCH	SRX30658900	SAMN51819770	SRS26680243	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run3_NB41	PromethION sequencing: GSM9259847: YS_p2_run3_NB41 Mus musculus RNA-Seq	PromethION	GSM9259847	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run3_NB41	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run3_NB41_GL69_584_WN-S6-2_I6_YS_E9-5_HE_Runx1_S584	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586327	GSE309071	0.67	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259846	GEO_SRX_RELATION	MATCH	SRX30658899	SAMN51819771	SRS26680241	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run3_NB25	PromethION sequencing: GSM9259846: YS_p2_run3_NB25 Mus musculus RNA-Seq	PromethION	GSM9259846	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run3_NB25	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run3_NB25_GL69_462_WN-S6-2_C3_YS_E9-5_HE_Runx1_S462	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586328	GSE309071	0.69	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259845	GEO_SRX_RELATION	MATCH	SRX30658898	SAMN51819772	SRS26680242	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run3_NB17	PromethION sequencing: GSM9259845: YS_p2_run3_NB17 Mus musculus RNA-Seq	PromethION	GSM9259845	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run3_NB17	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run3_NB17_GL69_608_WN-S6-2_F19_YS_E9-0_HE_Runx1_S608	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586329	GSE309071	0.61	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259844	GEO_SRX_RELATION	MATCH	SRX30658897	SAMN51819773	SRS26680239	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run3_NB15	PromethION sequencing: GSM9259844: YS_p2_run3_NB15 Mus musculus RNA-Seq	PromethION	GSM9259844	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run3_NB15	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run3_NB15_GL69_522_WN-S6-2_O5_YS_E9-5_HE_Runx1_S522	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586330	GSE309071	1.12	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259843	GEO_SRX_RELATION	MATCH	SRX30658896	SAMN51819774	SRS26680240	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run2_NB68	PromethION sequencing: GSM9259843: YS_p2_run2_NB68 Mus musculus RNA-Seq	PromethION	GSM9259843	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run2_NB68	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run2_NB68_GL69_514_WN-S6-2_F13_YS_E9-0_HE_Runx1_S514	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586331	GSE309071	1.29	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259842	GEO_SRX_RELATION	MATCH	SRX30658895	SAMN51819775	SRS26680237	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run2_NB65	PromethION sequencing: GSM9259842: YS_p2_run2_NB65 Mus musculus RNA-Seq	PromethION	GSM9259842	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run2_NB65	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run2_NB65_GL69_695_WN-S6-1_L7_YS_E10-5_HE_Runx1_S695	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586332	GSE309071	0.99	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259841	GEO_SRX_RELATION	MATCH	SRX30658894	SAMN51819776	SRS26680236	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run2_NB47	PromethION sequencing: GSM9259841: YS_p2_run2_NB47 Mus musculus RNA-Seq	PromethION	GSM9259841	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run2_NB47	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run2_NB47_GL69_177_WN-S6-4_C9_YS_E10-5_HE_Runx1_S177	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586333	GSE309071	0.71	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259840	GEO_SRX_RELATION	MATCH	SRX30658893	SAMN51819777	SRS26680235	PRJNA1333900	SRP626362	Mus musculus	10090	YS_p2_run2_NB23	PromethION sequencing: GSM9259840: YS_p2_run2_NB23 Mus musculus RNA-Seq	PromethION	GSM9259840	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	YS_p2_run2_NB23	mouse embryo yolk sac	Mus musculus	tissue: mouse embryo yolk sac || cell line: primary material || cell type: early YS hematopoietic progenitor (EMP skewed)	polyA RNA	Library name: YS_p2_run2_NB23_GL69_036_WN-S6-2_C6_YS_E9-5_HE_Gfi1_S36	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586334	GSE309071	0.71	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259679	GEO_SRX_RELATION	MATCH	SRX30658892	SAMN51819938	SRS26680238	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run3_NB54	PromethION sequencing: GSM9259679: AGM_4_run3_NB54 Mus musculus RNA-Seq	PromethION	GSM9259679	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run3_NB54	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run3_NB54_GL34_236_GL_SC_3_plate1_L2_S236	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586335	GSE309071	0.54	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259678	GEO_SRX_RELATION	MATCH	SRX30658891	SAMN51819939	SRS26680234	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run3_NB22	PromethION sequencing: GSM9259678: AGM_4_run3_NB22 Mus musculus RNA-Seq	PromethION	GSM9259678	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run3_NB22	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run3_NB22_GL34_226_GL_SC_3_plate1_I5_S226	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586336	GSE309071	0.00	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259677	GEO_SRX_RELATION	MATCH	SRX30658890	SAMN51819940	SRS26680232	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run3_NB11	PromethION sequencing: GSM9259677: AGM_4_run3_NB11 Mus musculus RNA-Seq	PromethION	GSM9259677	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run3_NB11	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run3_NB11_GL34_246_GL_SC_3_plate1_P2_S246	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586337	GSE309071	0.38	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259676	GEO_SRX_RELATION	MATCH	SRX30658889	SAMN51819941	SRS26680231	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run3_NB07	PromethION sequencing: GSM9259676: AGM_4_run3_NB07 Mus musculus RNA-Seq	PromethION	GSM9259676	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run3_NB07	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run3_NB07_GL34_219_GL_SC_3_plate1_M6_S219	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586338	GSE309071	0.68	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259675	GEO_SRX_RELATION	MATCH	SRX30658888	SAMN51819942	SRS26680233	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run3_NB04	PromethION sequencing: GSM9259675: AGM_4_run3_NB04 Mus musculus RNA-Seq	PromethION	GSM9259675	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run3_NB04	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run3_NB04_GL34_211_GL_SC_3_plate1_M5_S211	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
